publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
The Translator	1355-6509	1757-0409	1997-01-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtrn20		rtrn20		fulltext			serial									Transfer in (2014) : St Jerome Publishing		1355-6509	1757-0409					Current	
The Ultrasound Review of Obstetrics and Gynecology	1472-2240	1743-8950	2001-01-01	1	1	2006-12-31	6		http://www.tandfonline.com/openurl?genre=journal&stitle=iuog20		iuog20		fulltext			serial									No longer published by Inform Healthcare		1472-2240	1743-8950			2015-08-01		Current	
The Washington Quarterly	0163-660X	1530-9177	1997-01-01	20	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rwaq20		rwaq20		fulltext			serial											0163-660X	1530-9177					Current	
The Women's Oncology Review	1473-3404	1473-3412	2004-01-01	4	1	2007-12-31	6		http://www.tandfonline.com/openurl?genre=journal&stitle=iwor20		iwor20		fulltext			serial									Ceased:2007		1473-3404	1473-3412			2015-08-01		Current	
The World Journal of Biological Psychiatry	1562-2975	1814-1412	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iwbp20		iwbp20		fulltext			serial											1562-2975	1814-1412			2015-08-01		Current	
Theatre & Performance Design	2332-2551	2332-2578	2015-04-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rdes20		rdes20		fulltext			serial									New for 2015		2332-2551	2332-2578			2015-06-01		Current	
Theatre, Dance and Performance Training	1944-3927	1944-3919	2010-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtdp20		rtdp20		fulltext			serial											1944-3927	1944-3919					Current	
Theology & Sexuality	1355-8358	1745-5170	1997-01-01	1997	6				https://www.tandfonline.com/openurl?genre=journal&stitle=yths20		yths20		fulltext			serial									transfer in (2016): Maney		1355-8358	1745-5170			2015-12-01		Current	
Theology and Science	1474-6700	1474-6719	2003-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtas20		rtas20		fulltext			serial											1474-6700	1474-6719					Current	
Theoretical Issues in Ergonomics Science	1463-922X	1464-536X	2000-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ttie20		ttie20		fulltext			serial											1463-922X	1464-536X					Current	
Theory & Research in Social Education	0093-3104	2163-1654	1997-01-01	25	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utrs20		utrs20		fulltext			serial											0093-3104	2163-1654					Current	
Theory Into Practice	0040-5841	1543-0421	1997-01-01	36	1				https://www.tandfonline.com/openurl?genre=journal&stitle=htip20		htip20		fulltext			serial											0040-5841	1543-0421					Current	
Thinking & Reasoning	1354-6783	1464-0708	1996-05-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ptar20		ptar20		fulltext			serial											1354-6783	1464-0708					Current	
Third Text	0952-8822	1475-5297	1997-01-01	11	38				https://www.tandfonline.com/openurl?genre=journal&stitle=ctte20		ctte20		fulltext			serial											0952-8822	1475-5297					Current	
Third World Quarterly	0143-6597	1360-2241	1995-03-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ctwq20		ctwq20		fulltext			serial											0143-6597	1360-2241					Current	
Third World Thematics: A TWQ Journal	2380-2014	2379-9978	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtwt20		rtwt20		fulltext			serial									New for 2016		2380-2014	2379-9978			2016-10-01		Current	
Time and Mind: The Journal of Archaeology, Consciousness and Culture	1751-696X	1751-6978	2008-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtam20		rtam20		fulltext			serial											1751-696X	1751-6978					Current	
Tissue Barriers	2168-8362	2168-8370	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ktib20		ktib20		fulltext			serial									transfer in (2015): Landes		2168-8362	2168-8370			2015-01-01		Current	
Today's Speech	0040-8573		1953-01-01	1	1	1975-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rcqu19		rcqu19		fulltext			serial									Now: Communication Quarterly		0040-8573						Current	
Topics in Stroke Rehabilitation	1074-9357	1945-5119	1997-04-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ytsr20		ytsr20		fulltext			serial									transfer in (2016): Maney		1074-9357	1945-5119			2015-12-01		Current	
Total Quality Management	0954-4127	1360-0613	1995-03-01	6	1	2002-12-31	13	8	https://www.tandfonline.com/openurl?genre=journal&stitle=ctqm19		ctqm19		fulltext			serial									now: Total Quality Management & Business Excellence (2003 - )		0954-4127	1360-0613					Current	
Total Quality Management & Business Excellence	1478-3363	1478-3371	2003-01-01	14	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ctqm20		ctqm20		fulltext			serial									previously: Total Quality Management (1990-2002)		1478-3363	1478-3371					Current	
Totalitarian Movements and Political Religions	1469-0764	1743-9647	2000-06-01	1	1	2010-09-30	11	03-Apr	https://www.tandfonline.com/openurl?genre=journal&stitle=ftmp20		ftmp20		fulltext			serial									now: Politics, Religion & Ideology (2011 - )		1469-0764	1743-9647					Current	
Tourism Geographies	1461-6688	1470-1340	1999-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtxg20		rtxg20		fulltext			serial											1461-6688	1470-1340					Current	
Tourism Planning & Development	2156-8316	2156-8324	2011-02-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rthp21		rthp21		fulltext			serial									previously: Tourism and Hospitality Planning & Development (2004 - 2010)		2156-8316	2156-8324					Current	
Tourism Recreation Research	0250-8281	2320-0308	1997-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtrr20		rtrr20		fulltext			serial									transfer in (2015): Centre for Tourism Research & Development		0250-8281	2320-0308			2015-01-01		Current	
Tourism and Hospitality Planning & Development	1479-053X	1479-0548	2004-04-01	1	1	2010-11-30	7	4	https://www.tandfonline.com/openurl?genre=journal&stitle=rthp20		rthp20		fulltext			serial									now: Tourism Planning & Development (2011 - )		1479-053X	1479-0548					Current	
Town Planning and Architecture	1392-1630	1648-3537	2006-01-01	30	1	2017-12-31	35	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ttpa19		ttpa19		fulltext			serial									now: Journal of Architecture and Urbanism (2012 - current)		1392-1630	1648-3537					Current	
Toxic Substance Mechanisms	1076-9188	1091-7659	1997-01-01	16	1	2000-10-31	19	4	http://www.tandfonline.com/openurl?genre=journal&stitle=itxs20		itxs20		fulltext			serial									Now: Toxicology Mechanisms and Methods		1076-9188	1091-7659					Current	
Toxicological & Environmental Chemistry	0277-2248	1029-0486	1997-01-01	58	01-Apr	2018-12-31	100	4	https://www.tandfonline.com/openurl?genre=journal&stitle=gtec20		gtec20		fulltext			serial									Open Access from 2019		0277-2248	1029-0486					Current	
Toxicological & Environmental Chemistry Reviews	0092-9867		1972-01-01	1	1-2	1979-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=gtec19		gtec19		fulltext			serial											0092-9867						Current	
Toxicology Communications		2473-4306	2017-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ttxc20		ttxc20		fulltext			serial									Open Access			2473-4306			2017-01-01		Current	
Toxicology Mechanisms and Methods	1537-6516	1537-6524	2002-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=itxm20		itxm20		fulltext			serial									Incorporated: Toxicology Methods (1991-2001) and Toxic Substance Mechanisms.		1537-6516	1537-6524			2015-08-01		Current	
Toxicology Methods	1051-7235	1091-7667	1991-01-01	1	1	2001-12-31	11	4	http://www.tandfonline.com/openurl?genre=journal&stitle=itxm19		itxm19		fulltext			serial									Now: Toxicology Mechanisms and Methods		1051-7235	1091-7667			2015-08-01		Current	
Toxin Reviews	1556-9543	1556-9551	2005-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=itxr20		itxr20		fulltext			serial									Previously: Journal of Toxicology. Toxin Reviews. (1982-2004)		1556-9543	1556-9551			2015-08-01		Current	
Traffic Injury Prevention	1538-9588	1538-957X	2002-03-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcpi20		gcpi20		fulltext			serial									previously: Journal of Crash Prevention and Injury Control		1538-9588	1538-957X					Current	
Transactional Analysis Journal	0362-1537	2329-5244	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtaj20		rtaj20		fulltext			serial									transfer in (2018): SAGE		0362-1537	2329-5244					Current	
Transactions of the American Fisheries Society	0002-8487	1548-8659	1872-01-01	1	1	2017-12-31	146	6	http://www.tandfonline.com/openurl?genre=journal&stitle=utaf20		utaf20		fulltext			Serial									transfer out (2018): Wiley	10.1002/(ISSN)1548-8659	0002-8487	1548-8659					Current	
Transactions of the Botanical Society of Edinburgh	0374-6607		1844-01-01	1	1-4	1990-12-31	45	5	http://www.tandfonline.com/openurl?genre=journal&stitle=tped18		tped18		fulltext			serial									Now: Plant Ecology & Diversity. continues: Botanical Journal of Scotland (1991-2007)		0374-6607						Current	
Transactions of the Indian Ceramic Society	0371-750X	2165-5456	1997-01-01	56	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcer20		tcer20		fulltext			serial											0371-750X	2165-5456					Current	
Transactions of the Institute of Metal Finishing	0020-2967	1745-9192	1997-01-01	75	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ytim20		ytim20		fulltext			serial									transfer in (2016): Maney		0020-2967	1745-9192			2015-12-01		Current	
Transactions of the Royal Society of South Africa	0035-919X	2154-0098	1997-01-01	52	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ttrs20		ttrs20		fulltext			serial											0035-919X	2154-0098					Current	
Transactions of the Royal Society of South Australia	0372-1426	2204-0293	2006-01-01	130	1				https://www.tandfonline.com/openurl?genre=journal&stitle=TRSS		TRSS		fulltext			serial									transfer in (2015): Royal Society of South Australia		0372-1426	2204-0293			2015-01-01		Current	
Transactions of the South African Philosophical Society		2156-0382	1877-01-01	1	1	1907-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ttrs19		ttrs19		fulltext			serial												2156-0382					Current	
Transcription	2154-1264	2154-1272	2010-07-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ktrn20		ktrn20		fulltext			serial									transfer in (2015): Landes		2154-1264	2154-1272			2015-01-01		Current	
Translation		2169-0731	2013-01-01	1	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ktrs20		ktrs20		fulltext			serial									transfer in (2015): Landes			2169-0731			2015-01-01		Current	
Translation Review	0737-4836	2164-0564	1997-01-01	53	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utrv20		utrv20		fulltext			serial											0737-4836	2164-0564					Current	
Translation Studies	1478-1700	1751-2921	2008-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtrs20		rtrs20		fulltext			serial											1478-1700	1751-2921					Current	
Translational Developmental Psychiatry		2001-7022	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ztdp20		ztdp20		fulltext			serial									Open Access			2001-7022			2017-01-01		Current	
Transnational Cinemas	2040-3526	2040-3534	2010-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtrc20		rtrc20		fulltext			serial									Transfer in (2014) : Intellect		2040-3526	2040-3534					Current	
Transnational Corporations Review	1918-6444	1925-2099	2009-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rncr20		rncr20		fulltext			serial									transfer in (2016)		1918-6444	1925-2099			2016-01-01		Current	
Transnational Legal Theory	2041-4005	2041-4013	2010-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtlt20		rtlt20		fulltext			serial									transfer in (2015): Hart Publishing		2041-4005	2041-4013			2015-10-01		Current	
Transnational Screens	2578-5273	2578-5265	2019-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtrc21		rtrc21		fulltext			serial										10.1080/rtrc20	2578-5273	2578-5265					Current	
Transport	1648-4142	1648-3480	2002-01-01	17	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=tran20		tran20		fulltext			serial											1648-4142	1648-3480					Current	
Transport Reviews	0144-1647	1464-5327	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ttrv20		ttrv20		fulltext			serial											0144-1647	1464-5327					Current	
Transport Theory and Statistical Physics	0041-1450	1532-2424	1997-01-01	26	01-Feb	2013-09-30	42	06-Jul	https://www.tandfonline.com/openurl?genre=journal&stitle=ltty20		ltty20		fulltext			serial											0041-1450	1532-2424					Current	
Transportation Letters: the International Journal of Transportation Research	1942-7867	1942-7875	2009-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ytrl20		ytrl20		fulltext			serial									transfer in (2016): Maney		1942-7867	1942-7875			2015-12-01		Current	
Transportation Planning and Technology	0308-1060	1029-0354	1997-01-01	20	2				https://www.tandfonline.com/openurl?genre=journal&stitle=gtpt20		gtpt20		fulltext			serial											0308-1060	1029-0354					Current	
Transportmetrica	1812-8602	1944-0987	2005-01-01	1	1	2012-11-30	8	6	https://www.tandfonline.com/openurl?genre=journal&stitle=ttra20		ttra20		fulltext			serial									now: Transportmetrica A: Transport Science (2013 - )		1812-8602	1944-0987					Current	
Transportmetrica A: Transport Science	2324-9935	2324-9943	2013-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ttra21		ttra21		fulltext			serial									previously: Transportmetrica (2005 - 2012)		2324-9935	2324-9943					Current	
Transportmetrica B: Transport Dynamics	2168-0566	2168-0582	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ttrb20		ttrb20		fulltext			serial											2168-0566	2168-0582					Current	
Travesia	0965-8343		1992-01-01	1	1	1994-12-31	3	1-2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjla19		cjla19		fulltext			serial									Now: Journal of Latin American Cultural Studies		0965-8343						Current	
Trends in Communication	1383-8857	1542-7439	2003-01-01	11	1	2004-12-31	12	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hzzi20		hzzi20		fulltext			serial									Ceased: 2005		1383-8857	1542-7439					Current	
Trends in History	0270-790X	2379-8734	1980-01-01	1	1	1990-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzti20		wzti20		fulltext			serial									Ceased (1990)		0270-790X	2379-8734					Current	
Tribology - Materials, Surfaces & Interfaces	1751-5831	1751-584X	2007-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ytrb20		ytrb20		fulltext			serial									transfer in (2016): Maney		1751-5831	1751-584X			2015-12-01		Current	
Tribology Transactions	1040-2004	1547-397X	1997-01-01	40	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utrb20		utrb20		fulltext			serial											1040-2004	1547-397X					Current	
Tropical Zoology	0394-6975	1970-9528	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ttzo20		ttzo20		fulltext			serial											0394-6975	1970-9528					Current	
Turkish Studies	1468-3849	1743-9663	2000-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ftur20		ftur20		fulltext			serial											1468-3849	1743-9663					Current	
Twenty-First Century Society	1745-0144	1745-0152	2006-06-01	1	1	2010-11-30	5	3	https://www.tandfonline.com/openurl?genre=journal&stitle=rsoc20		rsoc20		fulltext			serial									now: Contemporary Social Science: Journal of the Academy of Social Sciences (2011 - current)		1745-0144	1745-0152					Current	
