publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
University of Toronto Faculty of Law Review 	0381-1638		1973	31					http://heinonline.org/HOL/Index?index=journals/utflr		utflr		fulltext		University of Toronto	serial								P	2
"University of Toronto Law Journal"	1710-1174		1935			2012			http://heinonline.org/HOL/Index?index=journals/utlj&collection=journals		utlj	P3Y	fulltext		"University of Toronto Press"	serial								P	4
University of Western Australia Law Review 	0042-0328		1960	5					http://heinonline.org/HOL/Index?index=journals/uwatlw		uwatlw		fulltext		University of Western Australia	serial								P	2
University of Western Ontario Law Review 			1976	15		1987	24		http://heinonline.org/HOL/Index?index=journals/uwolr		uwolr		fulltext		University of Western Ontario	serial								P	
Macarthur Law Review  	1446-9294		1997	1		2000	4		http://heinonline.org/HOL/Index?index=journals/uwsydl		uwsydl		fulltext		University of Western Sydney	serial								P	1
"UNLV Gaming Law Journal"			2010						http://heinonline.org/HOL/Index?index=journals/unlvgalj&collection=journals		unlvgalj		fulltext		"William S. Boyd School of Law"	serial								P	2
"Update on Law-Related Education"			1977			2000			http://heinonline.org/HOL/Index?index=journals/ulred&collection=journals		ulred		fulltext		"American Bar Association"	serial								P	
"Urban Law Review"			1975			1979			http://heinonline.org/HOL/Index?index=journals/urbawie&collection=journals		urbawie		fulltext			serial								P	1
"Urban Lawyer"	0042-0905		1969			2013			http://heinonline.org/HOL/Index?index=journals/urban&collection=journals		urban	P2Y	fulltext		"American Bar Association"	serial								P	4
"US-China Law Review"	1548-6605		2004						http://heinonline.org/HOL/Index?index=journals/uschinalrw&collection=journals		uschinalrw		fulltext		"David Publishing Company"	serial								P	12
"US Department of State Dispatch"			1990			1999			http://heinonline.org/HOL/Index?index=journals/dsptch&collection=journals		dsptch		fulltext			serial								P	
Utah Environmental Law Review 	1053-377X		2011	31		2013	33 #1		http://heinonline.org/HOL/Index?index=journals/lrel		lrel		fulltext		University of Utah College of Law	serial								P	2
"Utah Law Review"	0042-1448		1966						http://heinonline.org/HOL/Index?index=journals/utahlr&collection=journals		utahlr		fulltext		"University of Utah College of Law"	serial								P	5
"Utah Law Review OnLaw"			2012						http://heinonline.org/HOL/Index?index=journals/utlronla&collection=journals		utlronla		fulltext		"University of Utah"	serial								P	2
Merkourios: Utrecht Journal of International and European Law 	0927-460X		2004			2013			http://heinonline.org/HOL/Index?index=journals/merko		merko		fulltext		URIOS	serial								P	2
"Utrecht Law Review"	1871-515X		2005						http://heinonline.org/HOL/Index?index=journals/utrecht&collection=journals		utrecht		fulltext		"Utrecht University School of Law"	serial								P	4
"UTS Law Review"	1442-4959		1999			2007			http://heinonline.org/HOL/Index?index=journals/utslr&collection=journals		utslr		fulltext		"Halstead Press"	serial								P	1
"Valparaiso University Law Review"	0042-2363		1966						http://heinonline.org/HOL/Index?index=journals/valur&collection=journals		valur		fulltext		"Valparaiso University School of Law"	serial								P	3
Vanderbilt Journal of Entertainment and Technology Law 	1536-3872		2006	8					http://heinonline.org/HOL/Index?index=journals/vanep		vanep		fulltext		Vanderbilt University Law School	serial								P	4
Vanderbilt Journal of Transnational Law 	0090-2594		1972	5					http://heinonline.org/HOL/Index?index=journals/vantl		vantl		fulltext		Vanderbilt University Law School	serial								P	5
"Vanderbilt Law Review"	0042-2533		1947						http://heinonline.org/HOL/Index?index=journals/vanlr&collection=journals		vanlr		fulltext		"Vanderbilt University Law School"	serial								P	6
"Vanderbilt Law Review En Banc"	0042-2533		2008						http://heinonline.org/HOL/Index?index=journals/valewenb&collection=journals		valewenb		fulltext		"Vanderbilt University Law School"	serial								P	1
"Vermont Journal of Environmental Law"	1936-4253		1998						http://heinonline.org/HOL/Index?index=journals/vermenl&collection=journals		vermenl		fulltext		"Vermont Law School"	serial								P	4
"Vermont Law Review"	0145-2908		1976						http://heinonline.org/HOL/Index?index=journals/vlr&collection=journals		vlr		fulltext		"Vermont Law School"	serial								P	4
"Veterans Law Review"			2009						http://heinonline.org/HOL/Index?index=journals/veter&collection=journals		veter		fulltext		"U.S. Department of Veterans Affairs"	serial								P	1
Victoria University Law and Justice Journal 	2203-2908		2013	3					http://heinonline.org/HOL/Index?index=journals/dictum		dictum		fulltext		Victoria University Law School	serial								P	1
Victoria University of Wellington Law Review 	1171-042X		1958	2	3				http://heinonline.org/HOL/Index?index=journals/vuwlr		vuwlr		fulltext		Victoria University of Wellington	serial								P	4
"Victoria University of Wellington Working Paper Series"			2008			2012			http://heinonline.org/HOL/Index?index=journals/vuwlrwp&collection=journals		vuwlrwp		fulltext		"Victoria University of Wellington, Faculty of Law"	serial								P	1
"Vienna Journal on International Constitutional Law"	1995-5855		2007						http://heinonline.org/HOL/Index?index=journals/vioincl&collection=journals		vioincl		fulltext		"Verlag Osterreich"	serial								P	4
"Villanova Environmental Law Journal"	1049-2631		1990						http://heinonline.org/HOL/Index?index=journals/vilenvlj&collection=journals		vilenvlj		fulltext		"Villanova University School of Law"	serial								P	2
"Villanova Journal of Law and Investment Management"	1523-5513		1999			2002			http://heinonline.org/HOL/Index?index=journals/vjlim&collection=journals		vjlim		fulltext		"Villanova University"	serial								P	2
"Villanova Law Review"	0042-6229		1956						http://heinonline.org/HOL/Index?index=journals/vllalr&collection=journals		vllalr		fulltext		"Villanova University School of Law"	serial								P	5
Virginia Environmental Law Journal 	1045-5183		1990	9					http://heinonline.org/HOL/Index?index=journals/velj		velj		fulltext		University of Virginia School of Law	serial								P	3
"Virginia Journal of Criminal Law"	2329-0404		2012			2016			http://heinonline.org/HOL/Index?index=journals/virjcr&collection=journals		virjcr		fulltext			serial								P	3
Virginia Journal of International Law 	0042-6571		1964	3					http://heinonline.org/HOL/Index?index=journals/vajint		vajint		fulltext		University of Virginia School of Law	serial								P	3
"Virginia Journal of Law and Technology"	1522-1687		1997						http://heinonline.org/HOL/Index?index=journals/vjolt&collection=journals		vjolt		fulltext		"University of Virginia School of Law"	serial								P	4
"Virginia Journal of Social Policy & the Law"	1068-7955		1993						http://heinonline.org/HOL/Index?index=journals/vajsplw&collection=journals		vajsplw		fulltext		"University of Virginia School of Law"	serial								P	3
"Virginia Journal of Sports and the Law"			1999			2001			http://heinonline.org/HOL/Index?index=journals/vajspl&collection=journals		vajspl		fulltext		"University of Virginia School of Law"	serial								P	2
"Virginia Law and Business Review"	1930-627X		2006						http://heinonline.org/HOL/Index?index=journals/valbr&collection=journals		valbr		fulltext		"University of Virginia School of Law"	serial								P	3
"Virginia Law Journal"			1877			1893			http://heinonline.org/HOL/Index?index=journals/vlawj&collection=journals		vlawj		fulltext			serial								P	
"Virginia Law Register (New Series)"			1915			1928			http://heinonline.org/HOL/Index?index=journals/valrgn&collection=journals		valrgn		fulltext			serial								P	
"Virginia Law Register (Old Series)"			1895			1915			http://heinonline.org/HOL/Index?index=journals/valrgo&collection=journals		valrgo		fulltext			serial								P	
"Virginia Law Review"	0042-6601		1913						http://heinonline.org/HOL/Index?index=journals/valr&collection=journals		valr		fulltext		"University of Virginia School of Law"	serial								P	8
Virginia Law Review Online 	0042-6601		2013	99					http://heinonline.org/HOL/Index?index=journals/inbrf		inbrf		fulltext		Virginia Law Review Association	serial								P	6
"Virginia Sports and Entertainment Law Journal"	1556-9799		2001						http://heinonline.org/HOL/Index?index=journals/virspelj&collection=journals		virspelj		fulltext		"University of Virginia School of Law"	serial								P	2
"Virginia Tax Review"	0735-9004		1981						http://heinonline.org/HOL/Index?index=journals/vrgtr&collection=journals		vrgtr		fulltext		"University of Virginia School of Law"	serial								P	4
Wage and Hour Reference Manual  			1939			1939			http://heinonline.org/HOL/Index?index=journals/wghrman		wghrman		fulltext			serial								P	
"Wage-Price Law and Economics Review"			1975			1980			http://heinonline.org/HOL/Index?index=journals/wapriciew&collection=journals		wapriciew		fulltext			serial								P	
"Waikato Law Review"	1172-9597		1993						http://heinonline.org/HOL/Index?index=journals/waik&collection=journals		waik		fulltext		"University of Waikato School of Law"	serial								P	1
Wake Forest Journal of Business and Intellectual Property Law 	1936-8666		2011	11					http://heinonline.org/HOL/Index?index=journals/wakfinp		wakfinp		fulltext		Wake Forest University School of Law	serial								P	4
"Wake Forest Journal of Law & Policy"	2160-4967		2011						http://heinonline.org/HOL/Index?index=journals/wfjlapo&collection=journals		wfjlapo		fulltext		"Wake Forest University School of Law"	serial								P	2
Wake Forest Law Review 	0043-003X		1971	7					http://heinonline.org/HOL/Index?index=journals/wflr		wflr		fulltext		Wake Forest University School of Law	serial								P	5
"War Crimes, Genocide, and Crimes against Humanity"	1551-3238	"1551-322X "	2005			2011			http://heinonline.org/HOL/Index?index=journals/warcrim&collection=journals		warcrim		fulltext		"Penn State Altoona"	serial								P	1
"Warwick Student Law Review"	2046-6870	"2046-6889 "	2011			2013			http://heinonline.org/HOL/Index?index=journals/warlawr&collection=journals		warlawr		fulltext		"University of Warwick Law School"	serial								P	1
"Washburn Law Journal"	0043-0420		1960						http://heinonline.org/HOL/Index?index=journals/wasbur&collection=journals		wasbur		fulltext		"Washburn University School of Law"	serial								P	3
Washington and Lee Journal of Civil Rights and Social Justice 	1535-0843		2006	12					http://heinonline.org/HOL/Index?index=journals/walee		walee		fulltext		Washington and Lee University School of Law	serial								P	2
"Washington and Lee Law Review"	0043-0463		1939						http://heinonline.org/HOL/Index?index=journals/waslee&collection=journals		waslee		fulltext		"Washington and Lee University School of Law"	serial								P	4
"Washington and Lee Law Review Online"			2014						http://heinonline.org/HOL/Index?index=journals/waleelro&collection=journals		waleelro		fulltext		"Washington and Lee University"	serial								P	4
Washington International Law Journal 	1066-8632		1992	1					http://heinonline.org/HOL/Index?index=journals/pacrimlp		pacrimlp		fulltext		University of Washington School of Law	serial								P	3
"Washington Journal of Environmental Law & Policy"	2160-4169	"2160-4177 "	2011						http://heinonline.org/HOL/Index?index=journals/wshjoop&collection=journals		wshjoop		fulltext		"University of Washington School of Law"	serial								P	2
Washington Journal of Law Technology & Arts 	2157-2534		2010	6					http://heinonline.org/HOL/Index?index=journals/washjolta		washjolta		fulltext		University of Washington School of Law 	serial								P	4
"Washington Law Exchange"			1890			1891			http://heinonline.org/HOL/Index?index=journals/waslexc&collection=journals		waslexc		fulltext			serial								P	
Washington Law Review 	0043-0617		1925	1					http://heinonline.org/HOL/Index?index=journals/washlr		washlr		fulltext		University of Washington School of Law	serial								P	4
"Washington Law Review (Washington State Bar Association)"			1919	1	1	1919	1		http://heinonline.org/HOL/Index?index=journals/walare&collection=journals		walare		fulltext		"University of Washington School of Law"	serial								P	
"Washington University Global Studies Law Review"	1546-6981		2002						http://heinonline.org/HOL/Index?index=journals/wasglo&collection=journals		wasglo		fulltext		"Washington University School of Law"	serial								P	4
Washington University Journal of Law & Policy 	1533-4686		1999	1					http://heinonline.org/HOL/Index?index=journals/wajlp		wajlp		fulltext		Washington University School of Law	serial								P	1
Washington University Journal of Urban and Contemporary Law 			1968			1999	55		http://heinonline.org/HOL/Index?index=journals/waucl		waucl		fulltext		Washington University School of Law	serial								P	
"Washington University Jurisprudence Review"	2160-2352	"2160-3375 "	2009						http://heinonline.org/HOL/Index?index=journals/wujurisre&collection=journals		wujurisre		fulltext		"Washington University in St. Louis School of Law"	serial								P	2
