	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
2497	Painting Culture: The Making of an Aboriginal High Art	9780822329497.0	9780822384168.0							http://doi.org/10.1215/9780822384168	Myers, Fred			fulltext		Duke University Press	Monograph	2002.0							P	Available
2498	Containment Culture: American Narratives, Postmodernism, and the Atomic Age	9780822317012.0	9780822381976.0							http://doi.org/10.1215/9780822381976	Nadel, Alan			fulltext		Duke University Press	Monograph	1995.0							P	Available
2499	War on War: Lenin, the Zimmerwald Left, and the Origins of Communist Internationalism	9780822309444.0	9780822381563.0							http://doi.org/10.1215/9780822381563	Nation, R.			fulltext		Duke University Press	Monograph	1989.0							P	Available
2500	Foundlings: Lesbian and Gay Historical Emotion before Stonewall	9780822326977.0	9780822380610.0							http://doi.org/10.1215/9780822380610	Nealon, Christopher			fulltext		Duke University Press	Monograph	2001.0							P	Available
2501	Alterity Politics: Ethics and Performative Subjectivity	9780822321453.0	9780822379065.0							http://doi.org/10.1215/9780822379065	Nealon, Jeffrey			fulltext		Duke University Press	Monograph	1998.0							P	Available
2502	The Crisis of Secularism in India	9780822338468.0	9780822388418.0							http://doi.org/10.1215/9780822388418	Needham, Anuradha			fulltext		Duke University Press	Monograph	2007.0							P	Available
2503	The Irish in Us: Irishness, Performativity, and Popular Culture	9780822337409.0	9780822387848.0							http://doi.org/10.1215/9780822387848	Negra, Diane			fulltext		Duke University Press	Monograph	2006.0							P	Available
2504	Interrogating Postfeminism: Gender and the Politics of Popular Culture	9780822340324.0	9780822390411.0							http://doi.org/10.1215/9780822390411	Negra, Diane			fulltext		Duke University Press	Monograph	2007.0							P	Available
2505	National Manhood: Capitalist Citizenship and the Imagined Fraternity of White Men	9780822321491.0	9780822382140.0							http://doi.org/10.1215/9780822382140	Nelson, Dana			fulltext		Duke University Press	Monograph	1998.0							P	Available
2506	Genes in Development: Re-reading the Molecular Paradigm	9780822336679.0	9780822387336.0							http://doi.org/10.1215/9780822387336	Neumann-Held, Eva			fulltext		Duke University Press	Monograph	2006.0							P	Available
2507	Ivy and Industry: Business and the Making of the American University, 1880-1980	9780822332015.0	9780822385202.0							http://doi.org/10.1215/9780822385202	Newfield, Christopher			fulltext		Duke University Press	Monograph	2004.0							P	Available
2508	Pretend We're Dead: Capitalist Monsters in American Pop Culture	9780822337454.0	9780822387855.0							http://doi.org/10.1215/9780822387855	Newitz, Annalee			fulltext		Duke University Press	Monograph	2006.0							P	Available
2509	Margaret Mead Made Me Gay: Personal Essays, Public Ideas	9780822326120.0	9780822381341.0							http://doi.org/10.1215/9780822381341	Newton, Esther			fulltext		Duke University Press	Monograph	2000.0							P	Available
2510	Made in China: Women Factory Workers in a Global Workplace	9781932643183.0	9780822386759.0							http://doi.org/10.1215/9780822386759	Ngai, Pun			fulltext		Duke University Press	Monograph	2005.0							P	Available
2511	Memoirs from the Beijing Film Academy: The Genesis of China&rsquo;s Fifth Generation	9780822329701.0	9780822384175.0							http://doi.org/10.1215/9780822384175	Ni, Zhen			fulltext		Duke University Press	Monograph	2003.0							P	Available
2512	Mobilizing India: Women, Music, and Migration between India and Trinidad	9780822338420.0	9780822388425.0							http://doi.org/10.1215/9780822388425	Niranjana, Tejaswini			fulltext		Duke University Press	Monograph	2006.0							P	Available
2513	Phantasmatic Indochina: French Colonial Ideology in Architecture, Film, and Literature	9780822317876.0	9780822379799.0							http://doi.org/10.1215/9780822379799	Norindr, Panivong			fulltext		Duke University Press	Monograph	1997.0							P	Available
2514	Politics, Metaphysics, and Death: Essays on Giorgio Agamben's Homo Sace	9780822335375.0	9780822386735.0							http://doi.org/10.1215/9780822386735	Norris, Andrew			fulltext		Duke University Press	Monograph	2005.0							P	Available
2515	An Improper Profession: Women, Gender, and Journalism in Late Imperial Russia	9780822325857.0	9780822380627.0							http://doi.org/10.1215/9780822380627	Norton, Barbara			fulltext		Duke University Press	Monograph	2001.0							P	Available
2516	The Argentina Reader: History, Culture, Politics	9780822329145.0	9780822384182.0							http://doi.org/10.1215/9780822384182	Nouzeilles, Gabriela			fulltext		Duke University Press	Monograph	2002.0							P	Available
2517	Rural Revolt in Mexico: U.S. Intervention and the Domain of Subaltern Politics	9780822321132.0	9780822382485.0							http://doi.org/10.1215/9780822382485	Nugent, Daniel			fulltext		Duke University Press	Monograph	1998.0							P	Available
2518	Gay Rebel of the Harlem Renaissance: Selections from the Work of Richard Bruce Nugent	9780822329138.0	9780822383611.0							http://doi.org/10.1215/9780822383611	Nugent, Richard			fulltext		Duke University Press	Monograph	2002.0							P	Available
2519	Against Normalization: Writing Radical Democracy in South Africa	9780822325710.0	9780822380634.0							http://doi.org/10.1215/9780822380634	O'Brien, Anthony			fulltext		Duke University Press	Monograph	2001.0							P	Available
2520	Raw Material: Producing Pathology in Victorian Culture	9780822326168.0	9780822397762.0							http://doi.org/10.1215/9780822397762	O'Connor, Erin			fulltext		Duke University Press	Monograph	2000.0							P	Available
2521	Latent Destinies: Cultural Paranoia and Contemporary U.S. Narrative	9780822325871.0	9780822380641.0							http://doi.org/10.1215/9780822380641	O'Donnell, Patrick			fulltext		Duke University Press	Monograph	2000.0							P	Available
2522	Consumption Intensified: The Politics of Middle-Class Daily Life in Brazil	9780822328940.0	9780822383628.0							http://doi.org/10.1215/9780822383628	O'Dougherty, Maureen			fulltext		Duke University Press	Monograph	2002.0							P	Available
2523	Telling Complexions: The Nineteenth-Century English Novel and the Blush	9780822319030.0	9780822378150.0							http://doi.org/10.1215/9780822378150	O'Farrell, Mary Ann			fulltext		Duke University Press	Monograph	1997.0							P	Available
2524	Empire Burlesque: The Fate of Critical Culture in Global America	9780822330325.0	9780822384663.0							http://doi.org/10.1215/9780822384663	O'Hara, Daniel T.			fulltext		Duke University Press	Monograph	2003.0							P	Available
2525	Rivers by Design: State Power and the Origins of U.S. Flood Control	9780822337737.0	9780822387862.0							http://doi.org/10.1215/9780822387862	O'Neill, Karen			fulltext		Duke University Press	Monograph	2006.0							P	Available
2526	The Social Medicine Reader, Second Edition: Volume 3: Health Policy, Markets, and Medicine	9780822335696.0	9780822387343.0							http://doi.org/10.1215/9780822387343	Oberlander, Jonathan			fulltext		Duke University Press	Monograph	2005.0							P	Available
2527	In the Shadow of the Epidemic: Being HIV-Negative in the Age of AIDS	9780822316381.0	9780822379232.0							http://doi.org/10.1215/9780822379232	Odets, Walt			fulltext		Duke University Press	Monograph	1995.0							P	Available
2528	Love and Good Reasons: Postliberal Approaches to Christian Ethics and Literature	9780822330646.0	9780822384670.0							http://doi.org/10.1215/9780822384670	Oehlschlaeger, Fritz			fulltext		Duke University Press	Monograph	2003.0							P	Available
2529	Figures of Resistance: Language, Poetry, and Narrating in The Tale of the Genji and Other Mid-Heian Texts	9780822311928.0	9780822381723.0							http://doi.org/10.1215/9780822381723	Okada, Richard			fulltext		Duke University Press	Monograph	1991.0							P	Available
2530	Revolutionary Women in Postrevolutionary Mexico	9780822336655.0	9780822387350.0							http://doi.org/10.1215/9780822387350	Olcott, Jocelyn			fulltext		Duke University Press	Monograph	2006.0							P	Available
2531	States of Memory: Continuities, Conflicts, and Transformations in National Retrospection	9780822330639.0	9780822384687.0							http://doi.org/10.1215/9780822384687	Olick, Jeffrey			fulltext		Duke University Press	Monograph	2003.0							P	Available
2532	Television after TV: Essays on a Medium in Transition	9780822333937.0	9780822386278.0							http://doi.org/10.1215/9780822386278	Olsson, Jan			fulltext		Duke University Press	Monograph	2004.0							P	Available
2533	Caribbean Journeys: An Ethnography of Migration and Home in Three Family Networks	9780822339946.0	9780822389859.0							http://doi.org/10.1215/9780822389859	Olwig, Karen			fulltext		Duke University Press	Monograph	2007.0							P	Available
2534	Neoliberalism as Exception: Mutations in Citizenship and Sovereignty	9780822337485.0	9780822387879.0							http://doi.org/10.1215/9780822387879	Ong, Aihwa			fulltext		Duke University Press	Monograph	2006.0							P	Available
2535	Cuban Music from A to Z	9780822332121.0	9780822385219.0							http://doi.org/10.1215/9780822385219	Orovio, Helio			fulltext		Duke University Press	Monograph	2004.0							P	Available
2536	Panic Diaries: A Genealogy of Panic Disorder	9780822336235.0	9780822387367.0							http://doi.org/10.1215/9780822387367	Orr, Jackie			fulltext		Duke University Press	Monograph	2006.0							P	Available
2537	New Jersey Dreaming: Capital, Culture, and the Class of &lsquo;58	9780822335986.0	9780822387374.0							http://doi.org/10.1215/9780822387374	Ortner, Sherry			fulltext		Duke University Press	Monograph	2003.0							P	Available
2538	Anthropology and Social Theory: Culture, Power, and the Acting Subject	9780822338642.0	9780822388456.0							http://doi.org/10.1215/9780822388456	Ortner, Sherry			fulltext		Duke University Press	Monograph	2006.0							P	Available
2539	Three Faces of Beauty: Casablanca, Paris, Cairo	9780822328964.0	9780822383635.0							http://doi.org/10.1215/9780822383635	Ossman, Susan			fulltext		Duke University Press	Monograph	2002.0							P	Available
2540	Cinematic Prophylaxis: Globalization and Contagion in the Discourse of World Health	9780822336488.0	9780822387381.0							http://doi.org/10.1215/9780822387381	Ostherr, Kirsten			fulltext		Duke University Press	Monograph	2005.0							P	Available
2541	The Male Pill: A Biography of a Technology in the Making	9780822331957.0	9780822385226.0							http://doi.org/10.1215/9780822385226	Oudshoorn, Nelly			fulltext		Duke University Press	Monograph	2003.0							P	Available
2542	Visions of the Emerald City: Modernity, Tradition, and the Formation of Porfirian Oaxaca, Mexico	9780822337904.0	9780822387886.0							http://doi.org/10.1215/9780822387886	Overmyer-Velazquez, Mark			fulltext		Duke University Press	Monograph	2006.0							P	Available
2543	The Ontogeny of Information: Developmental Systems and Evolution	9780822324669.0	9780822380665.0							http://doi.org/10.1215/9780822380665	Oyama, Susan			fulltext		Duke University Press	Monograph	2000.0							P	Available
2544	Evolution's Eye: A Systems View of the Biology-Culture Divide	9780822324720.0	9780822380658.0							http://doi.org/10.1215/9780822380658	Oyama, Susan			fulltext		Duke University Press	Monograph	2000.0							P	Available
2545	Nostalgia for the Modern: State Secularism and Everyday Politics in Turkey	9780822338956.0	9780822388463.0							http://doi.org/10.1215/9780822388463	Özyürek, Esra			fulltext		Duke University Press	Monograph	2006.0							P	Available
2546	Between Legitimacy and Violence: A History of Colombia, 1875&ndash;2002	9780822337676.0	9780822387893.0							http://doi.org/10.1215/9780822387893	Palacios, Marco			fulltext		Duke University Press	Monograph	2006.0							P	Available
2547	From Popular Medicine to Medical Populism: Doctors, Healers, and Public Power in Costa Rica, 1800&ndash;1940	9780822330479.0	9780822384694.0							http://doi.org/10.1215/9780822384694	Palmer, Steven			fulltext		Duke University Press	Monograph	2003.0							P	Available
2548	Wizards and Scientists: Explorations in Afro-Cuban Modernity and Tradition	9780822328421.0	9780822383642.0							http://doi.org/10.1215/9780822383642	Palmié, Stephan			fulltext		Duke University Press	Monograph	2002.0							P	Available
2549	The Poetics of Political Thinking	9780822337188.0	9780822387909.0							http://doi.org/10.1215/9780822387909	Panagia, Davide			fulltext		Duke University Press	Monograph	2006.0							P	Available
2550	An Account of the Antiquities of the Indians: A New Edition, with an Introductory Study, Notes, and Appendices by Jos&eacute; Juan Arrom	9780822323471.0	9780822382546.0							http://doi.org/10.1215/9780822382546	Pané, Fray			fulltext		Duke University Press	Monograph	1999.0							P	Available
2551	Two Dreams in One Bed: Empire, Social Life, and the Origins of the North Korean Revolution in Manchuria	9780822336259.0	9780822387398.0							http://doi.org/10.1215/9780822387398	Park, Hyun			fulltext		Duke University Press	Monograph	2005.0							P	Available
2552	Travels in the Interior Districts of Africa	9780822325376.0	9780822398868.0							http://doi.org/10.1215/9780822398868	Park, Mungo			fulltext		Duke University Press	Monograph	2000.0							P	Available
2553	Three Napoleonic Battles	9780822305477.0	9780822381471.0							http://doi.org/10.1215/9780822381471	Parker, Harold T.			fulltext		Duke University Press	Monograph	1983.0							P	Available
2554	Cultures in Orbit: Satellites and the Televisual	9780822334972.0	9780822386742.0							http://doi.org/10.1215/9780822386742	Parks, Lisa			fulltext		Duke University Press	Monograph	2005.0							P	Available
2555	Interventions into Modernist Cultures: Poetry from Beyond the Empty Screen	9780822338185.0	9780822389866.0							http://doi.org/10.1215/9780822389866	Parry, Amie			fulltext		Duke University Press	Monograph	2007.0							P	Available
